运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
22.282,-3.088,1.452,26.852,-0.0737,0.035,0.641,,,-2.11,
22.304,-3.05,1.997,25.174,-0.0728,0.048,0.601,,,-3.99,
22.325,-3.002,2.541,24.335,-0.0717,0.061,0.581,,,-6.46,
22.347,-2.941,3.05,20.978,-0.0702,0.073,0.501,,,-9.3,
22.369,-2.87,3.449,16.783,-0.0685,0.082,0.401,,,-11.9,
22.39,-2.791,3.776,12.587,-0.0666,0.09,0.3,,,-14.26,
22.412,-2.706,3.994,9.23,-0.0646,0.095,0.22,,,-15.95,
22.433,-2.619,4.175,5.874,-0.0625,0.1,0.14,,,-17.43,
22.455,-2.526,4.248,0.839,-0.0603,0.101,0.02,,,-18.04,
22.477,-2.435,4.211,-2.517,-0.0581,0.101,-0.06,,,-17.74,
22.498,-2.344,4.139,-5.874,-0.0559,0.099,-0.14,,,-17.13,
22.52,-2.256,3.957,-10.07,-0.0538,0.094,-0.24,,,-15.66,
22.542,-2.172,3.703,-12.587,-0.0519,0.088,-0.3,,,-13.71,
22.563,-2.095,3.413,-14.265,-0.05,0.081,-0.341,,,-11.65,
22.585,-2.025,3.086,-16.783,-0.0483,0.074,-0.401,,,-9.52,
22.606,-1.962,2.687,-19.3,-0.0468,0.064,-0.461,,,-7.22,
22.628,-1.909,2.251,-20.139,-0.0456,0.054,-0.481,,,-5.07,
22.65,-1.865,1.815,-20.978,-0.0445,0.043,-0.501,,,-3.3,
22.671,-1.83,1.343,-21.817,-0.0437,0.032,-0.521,,,-1.8,
22.693,-1.806,0.871,-22.656,-0.0431,0.021,-0.541,,,-0.76,
22.715,-1.792,0.363,-24.335,-0.0428,0.009,-0.581,,,-0.13,
22.736,-1.791,-0.182,-24.335,-0.0427,-0.004,-0.581,,,-0.03,
22.758,-1.8,-0.69,-23.496,-0.043,-0.016,-0.561,,,-0.48,
22.78,-1.821,-1.198,-24.335,-0.0435,-0.029,-0.581,,,-1.44,
22.801,-1.852,-1.743,-24.335,-0.0442,-0.042,-0.581,,,-3.04,
22.823,-1.896,-2.251,-23.496,-0.0453,-0.054,-0.561,,,-5.07,
22.844,-1.949,-2.759,-22.656,-0.0465,-0.066,-0.541,,,-7.61,
22.847,,,,,,,3.13,,,-2.81
22.866,-2.015,-3.231,-20.978,-0.0481,-0.077,-0.501,,,-10.44,
22.888,-2.089,-3.667,-20.139,-0.0499,-0.088,-0.481,,,-13.45,
22.909,-2.174,-4.103,-18.461,-0.0519,-0.098,-0.441,,,-16.83,
22.911,,,,,,,,0.25,,
22.931,-2.267,-4.466,-15.943,-0.0541,-0.107,-0.381,,,-19.94,
22.953,-2.367,-4.792,-13.426,-0.0565,-0.114,-0.321,,,-22.97,
22.974,-2.474,-5.046,-9.23,-0.0591,-0.12,-0.22,,,-25.47,
22.996,-2.586,-5.192,-4.196,-0.0617,-0.124,-0.1,,,-26.95,
23.018,-2.699,-5.228,0,-0.0644,-0.125,0,,,-27.33,
23.039,-2.812,-5.192,4.196,-0.0671,-0.124,0.1,,,-26.95,
23.061,-2.923,-5.046,9.23,-0.0698,-0.12,0.22,,,-25.47,
23.082,-3.03,-4.792,13.426,-0.0723,-0.114,0.321,,,-22.97,
23.104,-3.131,-4.466,17.622,-0.0747,-0.107,0.421,,,-19.94,
23.126,-3.223,-4.03,22.656,-0.0769,-0.096,0.541,,,-16.24,
23.147,-3.305,-3.485,26.013,-0.0789,-0.083,0.621,,,-12.15,
23.169,-3.374,-2.904,27.691,-0.0805,-0.069,0.661,,,-8.44,
23.191,-3.431,-2.287,30.209,-0.0819,-0.055,0.721,,,-5.23,
23.212,-3.473,-1.597,32.726,-0.0829,-0.038,0.781,,,-2.55,
23.234,-3.5,-0.871,32.726,-0.0835,-0.021,0.781,,,-0.76,
23.255,-3.511,-0.182,32.726,-0.0838,-0.004,0.781,,,-0.03,
23.277,-3.508,0.545,33.565,-0.0837,0.013,0.801,,,-0.3,
23.299,-3.487,1.271,31.887,-0.0832,0.03,0.761,,,-1.61,
23.32,-3.453,1.924,28.53,-0.0824,0.046,0.681,,,-3.7,
23.342,-3.404,2.505,24.335,-0.0813,0.06,0.581,,,-6.28,
23.364,-3.344,2.977,20.978,-0.0798,0.071,0.501,,,-8.86,
23.385,-3.275,3.413,19.3,-0.0782,0.081,0.461,,,-11.65,
23.407,-3.197,3.812,15.104,-0.0763,0.091,0.361,,,-14.53,
23.429,-3.11,4.066,10.07,-0.0742,0.097,0.24,,,-16.53,
23.45,-3.021,4.248,6.713,-0.0721,0.101,0.16,,,-18.04,
23.472,-2.926,4.357,2.517,-0.0699,0.104,0.06,,,-18.98,
23.493,-2.832,4.357,-2.517,-0.0676,0.104,-0.06,,,-18.98,
23.515,-2.738,4.248,-5.874,-0.0654,0.101,-0.14,,,-18.04,
23.537,-2.648,4.103,-8.391,-0.0632,0.098,-0.2,,,-16.83,
23.558,-2.56,3.885,-12.587,-0.0611,0.093,-0.3,,,-15.09,
23.58,-2.48,3.558,-15.104,-0.0592,0.085,-0.361,,,-12.66,
23.602,-2.406,3.231,-16.783,-0.0574,0.077,-0.401,,,-10.44,
23.623,-2.34,2.832,-19.3,-0.0559,0.068,-0.461,,,-8.02,
23.645,-2.284,2.396,-19.3,-0.0545,0.057,-0.461,,,-5.74,
23.667,-2.237,1.997,-19.3,-0.0534,0.048,-0.461,,,-3.99,
23.688,-2.198,1.561,-20.978,-0.0525,0.037,-0.501,,,-2.44,
23.71,-2.169,1.089,-20.978,-0.0518,0.026,-0.501,,,-1.19,
23.731,-2.15,0.654,-19.3,-0.0513,0.016,-0.461,,,-0.43,
23.753,-2.141,0.254,-17.622,-0.0511,0.006,-0.421,,,-0.06,
23.775,-2.139,-0.109,-16.783,-0.0511,-0.003,-0.401,,,-0.01,
23.796,-2.146,-0.472,-16.783,-0.0512,-0.011,-0.401,,,-0.22,
23.818,-2.16,-0.835,-15.104,-0.0516,-0.02,-0.361,,,-0.7,
23.84,-2.182,-1.125,-12.587,-0.0521,-0.027,-0.3,,,-1.27,
23.861,-2.209,-1.38,-11.748,-0.0527,-0.033,-0.28,,,-1.9,
23.883,-2.242,-1.634,-10.07,-0.0535,-0.039,-0.24,,,-2.67,
23.904,-2.279,-1.815,-7.552,-0.0544,-0.043,-0.18,,,-3.3,
23.926,-2.32,-1.961,-5.874,-0.0554,-0.047,-0.14,,,-3.84,
23.948,-2.364,-2.069,-2.517,-0.0564,-0.049,-0.06,,,-4.28,
23.969,-2.41,-2.069,-3.93E-12,-0.0575,-0.049,-9.37E-14,,,-4.28,
23.991,-2.454,-2.069,0.839,-0.0586,-0.049,0.02,,,-4.28,
24.013,-2.499,-2.033,3.357,-0.0597,-0.049,0.08,,,-4.13,
24.034,-2.542,-1.924,5.035,-0.0607,-0.046,0.12,,,-3.7,
24.056,-2.582,-1.815,7.552,-0.0616,-0.043,0.18,,,-3.3,
24.078,-2.62,-1.597,10.07,-0.0625,-0.038,0.24,,,-2.55,
24.099,-2.652,-1.38,10.07,-0.0633,-0.033,0.24,,,-1.9,
24.121,-2.68,-1.162,10.909,-0.064,-0.028,0.26,,,-1.35,
24.142,-2.702,-0.908,11.748,-0.0645,-0.022,0.28,,,-0.82,
24.164,-2.719,-0.654,13.426,-0.0649,-0.016,0.321,,,-0.43,
24.186,-2.73,-0.327,14.265,-0.0652,-0.008,0.341,,,-0.11,
24.207,-2.733,-0.036,11.748,-0.0652,-8.67E-04,0.28,,,0,
24.229,-2.732,0.182,10.909,-0.0652,0.004,0.26,,,-0.03,
24.251,-2.725,0.436,11.748,-0.0651,0.01,0.28,,,-0.19,
24.272,-2.713,0.69,10.07,-0.0648,0.016,0.24,,,-0.48,
24.294,-2.695,0.871,6.713,-0.0643,0.021,0.16,,,-0.76,
24.315,-2.675,0.98,5.035,-0.0639,0.023,0.12,,,-0.96,
24.337,-2.653,1.089,4.196,-0.0633,0.026,0.1,,,-1.19,
24.359,-2.628,1.162,1.678,-0.0627,0.028,0.04,,,-1.35,
24.38,-2.603,1.162,0,-0.0621,0.028,0,,,-1.35,
24.402,-2.578,1.162,-0.839,-0.0615,0.028,-0.02,,,-1.35,
24.424,-2.553,1.125,-4.196,-0.0609,0.027,-0.1,,,-1.27,
24.445,-2.529,0.98,-6.713,-0.0604,0.023,-0.16,,,-0.96,
24.467,-2.51,0.835,-6.713,-0.0599,0.02,-0.16,,,-0.7,
24.474,,,,,,,,0.25,,
24.489,-2.493,0.69,-9.23,-0.0595,0.016,-0.22,,,-0.48,
24.51,-2.48,0.436,-11.748,-0.0592,0.01,-0.28,,,-0.19,
24.532,-2.474,0.182,-10.909,-0.0591,0.004,-0.26,,,-0.03,
24.553,-2.472,-0.036,-12.587,-0.059,-8.67E-04,-0.3,,,0,
24.575,-2.476,-0.363,-15.104,-0.0591,-0.009,-0.361,,,-0.13,
24.597,-2.488,-0.69,-13.426,-0.0594,-0.016,-0.321,,,-0.48,
24.618,-2.505,-0.944,-11.748,-0.0598,-0.023,-0.28,,,-0.89,
24.64,-2.529,-1.198,-12.587,-0.0604,-0.029,-0.3,,,-1.44,
24.662,-2.557,-1.489,-12.587,-0.061,-0.036,-0.3,,,-2.22,
24.683,-2.593,-1.743,-10.909,-0.0619,-0.042,-0.26,,,-3.04,
24.705,-2.633,-1.961,-10.07,-0.0628,-0.047,-0.24,,,-3.84,
24.727,-2.678,-2.178,-9.23,-0.0639,-0.052,-0.22,,,-4.75,
24.748,-2.727,-2.36,-6.713,-0.0651,-0.056,-0.16,,,-5.57,
24.77,-2.78,-2.469,-4.196,-0.0664,-0.059,-0.1,,,-6.09,
24.791,-2.834,-2.541,-2.517,-0.0676,-0.061,-0.06,,,-6.46,
24.813,-2.89,-2.578,0.839,-0.069,-0.062,0.02,,,-6.64,
24.835,-2.945,-2.505,4.196,-0.0703,-0.06,0.1,,,-6.28,
24.856,-2.999,-2.396,6.713,-0.0716,-0.057,0.16,,,-5.74,
24.878,-3.049,-2.215,9.23,-0.0728,-0.053,0.22,,,-4.9,
24.9,-3.094,-1.997,10.909,-0.0739,-0.048,0.26,,,-3.99,
24.921,-3.135,-1.743,13.426,-0.0748,-0.042,0.321,,,-3.04,
24.943,-3.17,-1.416,16.783,-0.0757,-0.034,0.401,,,-2,
24.964,-3.197,-1.017,17.622,-0.0763,-0.024,0.421,,,-1.03,
24.986,-3.214,-0.654,16.783,-0.0767,-0.016,0.401,,,-0.43,
25.008,-3.225,-0.29,19.3,-0.077,-0.007,0.461,,,-0.08,
25.029,-3.226,0.182,21.817,-0.077,0.004,0.521,,,-0.03,
25.051,-3.217,0.654,20.978,-0.0768,0.016,0.501,,,-0.43,
25.073,-3.198,1.089,20.139,-0.0763,0.026,0.481,,,-1.19,
25.094,-3.17,1.525,18.461,-0.0757,0.036,0.441,,,-2.33,
25.116,-3.132,1.888,16.783,-0.0748,0.045,0.401,,,-3.56,
25.138,-3.088,2.251,15.943,-0.0737,0.054,0.381,,,-5.07,
25.159,-3.035,2.578,13.426,-0.0724,0.062,0.321,,,-6.64,
25.181,-2.977,2.832,11.748,-0.0711,0.068,0.28,,,-8.02,
25.202,-2.912,3.086,9.23,-0.0695,0.074,0.22,,,-9.52,
25.224,-2.843,3.231,5.035,-0.0679,0.077,0.12,,,-10.44,
25.246,-2.772,3.304,3.357,-0.0662,0.079,0.08,,,-10.92,
25.267,-2.7,3.376,0.839,-0.0645,0.081,0.02,,,-11.4,
25.289,-2.626,3.34,-2.517,-0.0627,0.08,-0.06,,,-11.16,
25.311,-2.556,3.268,-3.357,-0.061,0.078,-0.08,,,-10.68,
25.332,-2.485,3.195,-5.035,-0.0593,0.076,-0.12,,,-10.21,
25.354,-2.417,3.05,-8.391,-0.0577,0.073,-0.2,,,-9.3,
25.376,-2.353,2.832,-10.909,-0.0562,0.068,-0.26,,,-8.02,
25.397,-2.295,2.578,-11.748,-0.0548,0.062,-0.28,,,-6.64,
25.419,-2.242,2.324,-12.587,-0.0535,0.055,-0.3,,,-5.4,
25.44,-2.194,2.033,-14.265,-0.0524,0.049,-0.341,,,-4.13,
25.462,-2.154,1.706,-14.265,-0.0514,0.041,-0.341,,,-2.91,
25.484,-2.121,1.416,-13.426,-0.0506,0.034,-0.321,,,-2,
25.505,-2.092,1.125,-15.104,-0.0499,0.027,-0.361,,,-1.27,
25.527,-2.072,0.762,-15.943,-0.0495,0.018,-0.381,,,-0.58,
25.549,-2.059,0.436,-14.265,-0.0492,0.01,-0.341,,,-0.19,
25.57,-2.053,0.145,-14.265,-0.049,0.003,-0.341,,,-0.02,
25.592,-2.053,-0.182,-15.104,-0.049,-0.004,-0.361,,,-0.03,
25.613,-2.061,-0.508,-14.265,-0.0492,-0.012,-0.341,,,-0.26,
25.635,-2.075,-0.799,-12.587,-0.0495,-0.019,-0.3,,,-0.64,
25.657,-2.095,-1.053,-10.909,-0.05,-0.025,-0.26,,,-1.11,
25.678,-2.121,-1.271,-10.07,-0.0506,-0.03,-0.24,,,-1.61,
25.7,-2.15,-1.489,-10.909,-0.0513,-0.036,-0.26,,,-2.22,
25.722,-2.185,-1.743,-10.07,-0.0522,-0.042,-0.24,,,-3.04,
25.743,-2.226,-1.924,-7.552,-0.0531,-0.046,-0.18,,,-3.7,
25.765,-2.268,-2.069,-6.713,-0.0541,-0.049,-0.16,,,-4.28,
25.787,-2.315,-2.215,-5.035,-0.0553,-0.053,-0.12,,,-4.9,
25.808,-2.364,-2.287,-3.357,-0.0564,-0.055,-0.08,,,-5.23,
25.83,-2.414,-2.36,-3.357,-0.0576,-0.056,-0.08,,,-5.57,
25.851,-2.466,-2.432,-1.678,-0.0589,-0.058,-0.04,,,-5.92,
25.873,-2.52,-2.432,1.678,-0.0601,-0.058,0.04,,,-5.92,
25.895,-2.571,-2.36,3.357,-0.0614,-0.056,0.08,,,-5.57,
25.916,-2.622,-2.287,3.357,-0.0626,-0.055,0.08,,,-5.23,
25.938,-2.67,-2.215,5.035,-0.0637,-0.053,0.12,,,-4.9,
25.96,-2.717,-2.069,7.552,-0.0649,-0.049,0.18,,,-4.28,
25.972,,,,,,,3.12,,,-1.97
25.981,-2.76,-1.888,8.391,-0.0659,-0.045,0.2,,,-3.56,
26.003,-2.799,-1.706,9.23,-0.0668,-0.041,0.22,,,-2.91,
26.024,-2.834,-1.489,10.07,-0.0676,-0.036,0.24,,,-2.22,
26.035,,,,,,,,0.25,,
26.046,-2.864,-1.271,10.07,-0.0684,-0.03,0.24,,,-1.61,
26.068,-2.889,-1.053,10.07,-0.069,-0.025,0.24,,,-1.11,
26.089,-2.909,-0.835,10.909,-0.0694,-0.02,0.26,,,-0.7,
26.111,-2.925,-0.581,10.909,-0.0698,-0.014,0.26,,,-0.34,
26.133,-2.934,-0.363,8.391,-0.07,-0.009,0.2,,,-0.13,
26.154,-2.941,-0.218,7.552,-0.0702,-0.005,0.18,,,-0.05,
26.176,-2.944,-0.036,8.391,-0.0703,-8.67E-04,0.2,,,0,
26.198,-2.942,0.145,7.552,-0.0702,0.003,0.18,,,-0.02,
26.219,-2.937,0.29,5.874,-0.0701,0.007,0.14,,,-0.08,
26.241,-2.93,0.399,4.196,-0.0699,0.01,0.1,,,-0.16,
26.262,-2.92,0.472,3.357,-0.0697,0.011,0.08,,,-0.22,
26.284,-2.909,0.545,1.678,-0.0694,0.013,0.04,,,-0.3,
26.306,-2.897,0.545,-0.839,-0.0691,0.013,-0.02,,,-0.3,
26.327,-2.886,0.508,-0.839,-0.0689,0.012,-0.02,,,-0.26,
26.349,-2.875,0.508,-1.678,-0.0686,0.012,-0.04,,,-0.26,
26.371,-2.864,0.436,-3.357,-0.0684,0.01,-0.08,,,-0.19,
26.392,-2.856,0.363,-3.357,-0.0682,0.009,-0.08,,,-0.13,
26.414,-2.848,0.29,-3.357,-0.068,0.007,-0.08,,,-0.08,
26.436,-2.843,0.218,-3.357,-0.0679,0.005,-0.08,,,-0.05,
26.457,-2.838,0.145,-4.196,-0.0678,0.003,-0.1,,,-0.02,
26.479,-2.837,0.036,-3.357,-0.0677,8.67E-04,-0.08,,,0,
26.5,-2.837,0,-2.517,-0.0677,0,-0.06,,,0,
26.522,-2.837,-0.073,-3.357,-0.0677,-0.002,-0.08,,,-0.01,
26.544,-2.84,-0.145,-1.678,-0.0678,-0.003,-0.04,,,-0.02,
26.565,-2.843,-0.145,0,-0.0679,-0.003,0,,,-0.02,
26.587,-2.846,-0.145,-2.75E-13,-0.0679,-0.003,-6.59E-15,,,-0.02,
26.609,-2.849,-0.145,2.75E-13,-0.068,-0.003,6.59E-15,,,-0.02,
26.63,-2.853,-0.145,1.678,-0.0681,-0.003,0.04,,,-0.02,
26.652,-2.856,-0.073,3.357,-0.0682,-0.002,0.08,,,-0.01,
26.673,-2.856,0,4.196,-0.0682,0,0.1,,,0,
26.695,-2.856,0.109,5.874,-0.0682,0.003,0.14,,,-0.01,
26.717,-2.851,0.254,5.035,-0.0681,0.006,0.12,,,-0.06,
26.738,-2.845,0.327,5.035,-0.0679,0.008,0.12,,,-0.11,
26.76,-2.837,0.472,6.713,-0.0677,0.011,0.16,,,-0.22,
26.782,-2.824,0.617,5.874,-0.0674,0.015,0.14,,,-0.38,
26.803,-2.81,0.726,5.874,-0.0671,0.017,0.14,,,-0.53,
26.825,-2.793,0.871,6.713,-0.0667,0.021,0.16,,,-0.76,
26.847,-2.772,1.017,5.874,-0.0662,0.024,0.14,,,-1.03,
26.868,-2.749,1.125,5.874,-0.0656,0.027,0.14,,,-1.27,
26.89,-2.724,1.271,6.713,-0.065,0.03,0.16,,,-1.61,
26.911,-2.694,1.416,4.196,-0.0643,0.034,0.1,,,-2,
26.933,-2.663,1.452,3.357,-0.0636,0.035,0.08,,,-2.11,
26.955,-2.631,1.561,4.196,-0.0628,0.037,0.1,,,-2.44,
26.976,-2.595,1.634,1.678,-0.062,0.039,0.04,,,-2.67,
26.998,-2.56,1.634,1.678,-0.0611,0.039,0.04,,,-2.67,
27.02,-2.524,1.706,0.839,-0.0603,0.041,0.02,,,-2.91,
27.041,-2.487,1.67,-2.517,-0.0594,0.04,-0.06,,,-2.79,
27.063,-2.452,1.597,-1.678,-0.0585,0.038,-0.04,,,-2.55,
27.085,-2.417,1.597,-2.517,-0.0577,0.038,-0.06,,,-2.55,
27.106,-2.383,1.489,-5.035,-0.0569,0.036,-0.12,,,-2.22,
27.128,-2.353,1.38,-5.035,-0.0562,0.033,-0.12,,,-1.9,
27.149,-2.323,1.271,-5.874,-0.0555,0.03,-0.14,,,-1.61,
27.171,-2.298,1.125,-5.874,-0.0549,0.027,-0.14,,,-1.27,
27.193,-2.275,1.017,-7.552,-0.0543,0.024,-0.18,,,-1.03,
27.214,-2.254,0.799,-9.23,-0.0538,0.019,-0.22,,,-0.64,
27.236,-2.24,0.617,-8.391,-0.0535,0.015,-0.2,,,-0.38,
27.258,-2.227,0.436,-9.23,-0.0532,0.01,-0.22,,,-0.19,
27.279,-2.221,0.218,-9.23,-0.053,0.005,-0.22,,,-0.05,
27.301,-2.218,0.036,-9.23,-0.053,8.67E-04,-0.22,,,0,
27.322,-2.22,-0.182,-10.07,-0.053,-0.004,-0.24,,,-0.03,
27.344,-2.226,-0.399,-10.909,-0.0531,-0.01,-0.26,,,-0.16,
27.366,-2.237,-0.654,-10.07,-0.0534,-0.016,-0.24,,,-0.43,
27.387,-2.254,-0.835,-8.391,-0.0538,-0.02,-0.2,,,-0.7,
27.409,-2.273,-1.017,-9.23,-0.0543,-0.024,-0.22,,,-1.03,
27.431,-2.298,-1.234,-9.23,-0.0549,-0.029,-0.22,,,-1.52,
27.452,-2.326,-1.416,-8.391,-0.0555,-0.034,-0.2,,,-2,
27.474,-2.359,-1.597,-7.552,-0.0563,-0.038,-0.18,,,-2.55,
27.496,-2.395,-1.743,-7.552,-0.0572,-0.042,-0.18,,,-3.04,
27.517,-2.435,-1.924,-6.713,-0.0581,-0.046,-0.16,,,-3.7,
27.539,-2.479,-2.033,-4.196,-0.0592,-0.049,-0.1,,,-4.13,
27.56,-2.523,-2.106,-4.196,-0.0602,-0.05,-0.1,,,-4.43,
27.582,-2.57,-2.215,-3.357,-0.0614,-0.053,-0.08,,,-4.9,
27.594,,,,,,,,0.25,,
27.604,-2.619,-2.251,-0.839,-0.0625,-0.054,-0.02,,,-5.07,
27.625,-2.667,-2.251,0.839,-0.0637,-0.054,0.02,,,-5.07,
27.647,-2.716,-2.215,1.678,-0.0648,-0.053,0.04,,,-4.9,
27.669,-2.763,-2.178,1.678,-0.066,-0.052,0.04,,,-4.75,
27.69,-2.81,-2.142,3.357,-0.0671,-0.051,0.08,,,-4.59,
27.712,-2.856,-2.033,5.874,-0.0682,-0.049,0.14,,,-4.13,
27.734,-2.898,-1.888,6.713,-0.0692,-0.045,0.16,,,-3.56,
27.755,-2.937,-1.743,7.552,-0.0701,-0.042,0.18,,,-3.04,
27.777,-2.974,-1.561,8.391,-0.071,-0.037,0.2,,,-2.44,
27.798,-3.005,-1.38,9.23,-0.0717,-0.033,0.22,,,-1.9,
27.82,-3.033,-1.162,10.909,-0.0724,-0.028,0.26,,,-1.35,
27.842,-3.055,-0.908,10.909,-0.0729,-0.022,0.26,,,-0.82,
27.863,-3.072,-0.69,10.07,-0.0734,-0.016,0.24,,,-0.48,
27.885,-3.085,-0.472,10.909,-0.0737,-0.011,0.26,,,-0.22,
27.907,-3.093,-0.218,10.909,-0.0738,-0.005,0.26,,,-0.05,
27.928,-3.094,0,10.07,-0.0739,0,0.24,,,0,
27.95,-3.093,0.218,10.07,-0.0738,0.005,0.24,,,-0.05,
27.971,-3.085,0.436,9.23,-0.0737,0.01,0.22,,,-0.19,
27.993,-3.074,0.617,8.391,-0.0734,0.015,0.2,,,-0.38,
28.015,-3.058,0.799,6.713,-0.073,0.019,0.16,,,-0.64,
28.036,-3.039,0.908,5.874,-0.0726,0.022,0.14,,,-0.82,
28.058,-3.019,1.053,6.713,-0.0721,0.025,0.16,,,-1.11,
28.08,-2.994,1.198,5.874,-0.0715,0.029,0.14,,,-1.44,
28.101,-2.967,1.307,4.196,-0.0708,0.031,0.1,,,-1.71,
28.123,-2.937,1.38,2.517,-0.0701,0.033,0.06,,,-1.9,
28.145,-2.908,1.416,1.678,-0.0694,0.034,0.04,,,-2,
28.166,-2.876,1.452,1.678,-0.0687,0.035,0.04,,,-2.11,
28.188,-2.845,1.489,0.839,-0.0679,0.036,0.02,,,-2.22,
28.209,-2.812,1.489,-1.678,-0.0671,0.036,-0.04,,,-2.22,
28.231,-2.78,1.416,-1.678,-0.0664,0.034,-0.04,,,-2,
28.253,-2.75,1.416,-0.839,-0.0657,0.034,-0.02,,,-2,
28.274,-2.719,1.38,-2.517,-0.0649,0.033,-0.06,,,-1.9,
28.296,-2.691,1.307,-2.517,-0.0642,0.031,-0.06,,,-1.71,
28.318,-2.663,1.271,-3.357,-0.0636,0.03,-0.08,,,-1.61,
28.339,-2.636,1.162,-4.196,-0.0629,0.028,-0.1,,,-1.35,
28.361,-2.612,1.089,-2.517,-0.0624,0.026,-0.06,,,-1.19,
28.382,-2.589,1.053,-3.357,-0.0618,0.025,-0.08,,,-1.11,
28.404,-2.567,0.944,-4.196,-0.0613,0.023,-0.1,,,-0.89,
28.426,-2.548,0.871,-3.357,-0.0608,0.021,-0.08,,,-0.76,
28.447,-2.529,0.799,-4.196,-0.0604,0.019,-0.1,,,-0.64,
28.469,-2.513,0.69,-3.357,-0.06,0.016,-0.08,,,-0.48,
28.491,-2.499,0.654,-2.517,-0.0597,0.016,-0.06,,,-0.43,
28.512,-2.485,0.581,-3.357,-0.0593,0.014,-0.08,,,-0.34,
28.534,-2.474,0.508,-2.517,-0.0591,0.012,-0.06,,,-0.26,
28.556,-2.463,0.472,-2.517,-0.0588,0.011,-0.06,,,-0.22,
28.577,-2.454,0.399,-2.517,-0.0586,0.01,-0.06,,,-0.16,
28.599,-2.446,0.363,-2.517,-0.0584,0.009,-0.06,,,-0.13,
28.62,-2.438,0.29,-3.357,-0.0582,0.007,-0.08,,,-0.08,
28.642,-2.433,0.218,-1.678,-0.0581,0.005,-0.04,,,-0.05,
28.664,-2.428,0.218,-0.839,-0.058,0.005,-0.02,,,-0.05,
28.685,-2.424,0.182,-2.517,-0.0579,0.004,-0.06,,,-0.03,
28.707,-2.421,0.109,-2.517,-0.0578,0.003,-0.06,,,-0.01,
28.729,-2.419,0.073,-0.839,-0.0578,0.002,-0.02,,,-0.01,
28.75,-2.417,0.073,-0.839,-0.0577,0.002,-0.02,,,-0.01,
28.772,-2.416,0.036,-1.678,-0.0577,8.67E-04,-0.04,,,0,
28.794,-2.416,0,-0.839,-0.0577,0,-0.02,,,0,
28.815,-2.416,0,-1.678,-0.0577,0,-0.04,,,0,
28.837,-2.416,-0.073,-2.517,-0.0577,-0.002,-0.06,,,-0.01,
28.858,-2.419,-0.109,-1.678,-0.0578,-0.003,-0.04,,,-0.01,
28.88,-2.421,-0.145,-2.517,-0.0578,-0.003,-0.06,,,-0.02,
28.902,-2.425,-0.218,-2.517,-0.0579,-0.005,-0.06,,,-0.05,
28.923,-2.43,-0.254,-1.678,-0.058,-0.006,-0.04,,,-0.06,
28.945,-2.436,-0.29,-1.678,-0.0582,-0.007,-0.04,,,-0.08,
28.967,-2.443,-0.327,-3.357,-0.0583,-0.008,-0.08,,,-0.11,
28.988,-2.45,-0.436,-4.196,-0.0585,-0.01,-0.1,,,-0.19,
29.01,-2.461,-0.508,-2.517,-0.0588,-0.012,-0.06,,,-0.26,
29.031,-2.472,-0.545,-2.517,-0.059,-0.013,-0.06,,,-0.3,
29.053,-2.485,-0.617,-4.196,-0.0593,-0.015,-0.1,,,-0.38,
29.075,-2.499,-0.726,-4.196,-0.0597,-0.017,-0.1,,,-0.53,
29.091,,,,,,,3.12,,,-0.78
29.096,-2.516,-0.799,-3.357,-0.0601,-0.019,-0.08,,,-0.64,
29.118,-2.534,-0.871,-4.196,-0.0605,-0.021,-0.1,,,-0.76,
29.14,-2.554,-0.98,-4.196,-0.061,-0.023,-0.1,,,-0.96,
29.155,,,,,,,,0.25,,
29.161,-2.576,-1.053,-3.357,-0.0615,-0.025,-0.08,,,-1.11,
29.183,-2.6,-1.125,-3.357,-0.0621,-0.027,-0.08,,,-1.27,
29.205,-2.625,-1.198,-3.357,-0.0627,-0.029,-0.08,,,-1.44,
29.226,-2.652,-1.271,-2.517,-0.0633,-0.03,-0.06,,,-1.61,
29.248,-2.68,-1.307,-1.678,-0.064,-0.031,-0.04,,,-1.71,
29.269,-2.708,-1.343,-2.517,-0.0646,-0.032,-0.06,,,-1.8,
29.291,-2.738,-1.416,-2.517,-0.0654,-0.034,-0.06,,,-2,
29.313,-2.769,-1.452,-1.678,-0.0661,-0.035,-0.04,,,-2.11,
29.334,-2.801,-1.489,-0.839,-0.0669,-0.036,-0.02,,,-2.22,
29.356,-2.834,-1.489,1.678,-0.0676,-0.036,0.04,,,-2.22,
29.378,-2.865,-1.416,2.517,-0.0684,-0.034,0.06,,,-2,
29.399,-2.895,-1.38,1.678,-0.0691,-0.033,0.04,,,-1.9,
29.421,-2.925,-1.343,2.517,-0.0698,-0.032,0.06,,,-1.8,
29.443,-2.953,-1.271,4.196,-0.0705,-0.03,0.1,,,-1.61,
29.464,-2.98,-1.162,5.874,-0.0711,-0.028,0.14,,,-1.35,
29.486,-3.003,-1.017,6.713,-0.0717,-0.024,0.16,,,-1.03,
29.507,-3.024,-0.871,6.713,-0.0722,-0.021,0.16,,,-0.76,
29.529,-3.041,-0.726,7.552,-0.0726,-0.017,0.18,,,-0.53,
29.551,-3.055,-0.545,8.391,-0.0729,-0.013,0.2,,,-0.3,
